project-id,recipient-country-details,donor-details,project-title,sector,project-start,project-end,project-category,project-subcategory,total-budget($),total-expenditure($),DataID,ModifyDate,FileName,category,type,id,name,last_modified,file_name,url,mime_type
140366,"[{'recipient-country-code': 'IQ', 'recipient-country': 'Iraq', 'ldc-indicator': '-', 'region': 'WEST ASIA ARAB STATES'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC phase-out management plan (Stage II),Biosphere protection,12/3/2014,7/31/2026,Safeguarding the Environ., Implementation of MEA,38444.91,14384.91,17570285,2021-08-25T08:33:39+0000,140363 and 140366 - Iraq PRP request stage II_UNEP and UNIDO Final 01.09.2014.docx,projectDocument,document,17570285,1. Iraq - HCFC phase-out management plan (stage II) - preparatory funding request,2021-08-25T08:33:39+0000,140363 and 140366 - Iraq PRP request stage II_UNEP and UNIDO Final 01.09.2014.docx,https://downloads.unido.org/ot/17/57/17570285/140363 and 140366 - Iraq PRP request stage II_UNEP and UNIDO Final 01.09.2014.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
140366,"[{'recipient-country-code': 'IQ', 'recipient-country': 'Iraq', 'ldc-indicator': '-', 'region': 'WEST ASIA ARAB STATES'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC phase-out management plan (Stage II),Biosphere protection,12/3/2014,7/31/2026,Safeguarding the Environ., Implementation of MEA,38444.91,14384.91,17570333,2021-08-25T08:33:19+0000,UNIDO_WPA_73_Final_Oct_2014.doc,projectDocument,document,17570333,UNIDO work programme,2021-08-25T08:33:19+0000,UNIDO_WPA_73_Final_Oct_2014.doc,https://downloads.unido.org/ot/17/57/17570333/UNIDO_WPA_73_Final_Oct_2014.doc,application/msword
140366,"[{'recipient-country-code': 'IQ', 'recipient-country': 'Iraq', 'ldc-indicator': '-', 'region': 'WEST ASIA ARAB STATES'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC phase-out management plan (Stage II),Biosphere protection,12/3/2014,7/31/2026,Safeguarding the Environ., Implementation of MEA,38444.91,14384.91,22462157,2021-08-25T08:30:24+0000,8730.pdf,projectDocument,document,22462157,"2. Iraq - HCFC phase-out management plan (stage II, first tranche) - project document",2021-08-25T08:30:24+0000,8730.pdf,https://downloads.unido.org/ot/22/46/22462157/8730.pdf,application/pdf
160023,"[{'recipient-country-code': 'IR', 'recipient-country': 'Iran (Islamic Republic of)', 'ldc-indicator': '-', 'region': 'ASIA AND PACIFIC'}]","[{'donor': 'Regular Programme Of Technical Cooperati', 'donor-type': 'RPTC and SRA', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",UNIDO-Iran Country Programme Framework 2017-2021,nan,4/15/2016,4/30/2024,Cross-cutting Services, Regional Programmes,81596.52,72969.98,11093272,2018-07-25T15:02:21+0000,CP Iran_(2017-2021).pdf,projectDocument,document,11093272,CP Iran_(2017-2021).pdf,2018-07-25T15:02:21+0000,CP Iran_(2017-2021).pdf,https://downloads.unido.org/ot/11/09/11093272/CP Iran_(2017-2021).pdf,application/pdf
160023,"[{'recipient-country-code': 'IR', 'recipient-country': 'Iran (Islamic Republic of)', 'ldc-indicator': '-', 'region': 'ASIA AND PACIFIC'}]","[{'donor': 'Regular Programme Of Technical Cooperati', 'donor-type': 'RPTC and SRA', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",UNIDO-Iran Country Programme Framework 2017-2021,nan,4/15/2016,4/30/2024,Cross-cutting Services, Regional Programmes,81596.52,72969.98,11099287,2018-07-25T15:02:40+0000,Signed CP Cover.pdf,projectDocument,document,11099287,Signed CP Cover.pdf,2018-07-25T15:02:40+0000,Signed CP Cover.pdf,https://downloads.unido.org/ot/11/09/11099287/Signed CP Cover.pdf,application/pdf
150464,"[{'recipient-country-code': 'BW', 'recipient-country': 'Botswana', 'ldc-indicator': '-', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC Phase-out Management Plan for Botswana,Biosphere protection,12/14/2015,12/31/2023,Safeguarding the Environ., Implementation of MEA,280000.00,243093.13,3647294,2016-02-18T12:14:52+0000,ExCom Decision 150464.pdf,projectDocument,document,3647294,ExCom Decision 150464.pdf,2016-02-18T12:14:52+0000,ExCom Decision 150464.pdf,https://downloads.unido.org/ot/36/47/3647294/ExCom Decision 150464.pdf,application/pdf
150464,"[{'recipient-country-code': 'BW', 'recipient-country': 'Botswana', 'ldc-indicator': '-', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC Phase-out Management Plan for Botswana,Biosphere protection,12/14/2015,12/31/2023,Safeguarding the Environ., Implementation of MEA,280000.00,243093.13,17784493,2020-07-28T13:39:02+0000,Botswana_HPMP  2nd tranche_Request jsc_ON.pdf,projectDocument,document,17784493,Botswana_HPMP  2nd tranche_Request jsc_ON.pdf,2020-07-28T13:39:02+0000,Botswana_HPMP  2nd tranche_Request jsc_ON.pdf,https://downloads.unido.org/ot/17/78/17784493/Botswana_HPMP  2nd tranche_Request jsc_ON.pdf,application/pdf
150464,"[{'recipient-country-code': 'BW', 'recipient-country': 'Botswana', 'ldc-indicator': '-', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC Phase-out Management Plan for Botswana,Biosphere protection,12/14/2015,12/31/2023,Safeguarding the Environ., Implementation of MEA,280000.00,243093.13,30325689,2023-04-30T11:07:08+0000,Botswana Request for HPMP extension rev 080921.docx,projectDocument,document,30325689,Botswana Request for HPMP extension rev 080921.docx,2023-04-30T11:07:08+0000,Botswana Request for HPMP extension rev 080921.docx,https://downloads.unido.org/ot/30/32/30325689/Botswana Request for HPMP extension rev 080921.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
200192,"[{'recipient-country-code': 'M0', 'recipient-country': 'Global', 'ldc-indicator': 'N', 'region': 'nan'}]","[{'donor': 'Regular Programme Of Technical Cooperati', 'donor-type': 'RPTC and SRA', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",World Small Hydropower Development Report 2022,nan,12/2/2020,12/31/2023,Safeguarding the Environ., Clean energy access,69099.53,63795.93,19522527,2020-12-02T10:57:28+0000,WSHPDR2022_ProDoc_200192_30112020_finalized.docx,projectDocument,document,19522527,WSHPDR2022_ProDoc.docx,2020-12-02T10:57:28+0000,WSHPDR2022_ProDoc_200192_30112020_finalized.docx,https://downloads.unido.org/ot/19/52/19522527/WSHPDR2022_ProDoc_200192_30112020_finalized.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
220096,"[{'recipient-country-code': 'BW', 'recipient-country': 'Botswana', 'ldc-indicator': '-', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Botswana - Preparation of Kigali HFC implementation plan,Chemicals,6/30/2022,6/30/2024,Safeguarding the Environ., Implementation of MEA,51000.00,10968.35,26921730,2022-07-01T11:09:57+0000,"1. Botswana - KIP Stage I, preparatory funding request.pdf",projectDocument,document,26921730,"1. Botswana - KIP Stage I, preparatory funding request.pdf",2022-07-01T11:09:57+0000,"1. Botswana - KIP Stage I, preparatory funding request.pdf","https://downloads.unido.org/ot/26/92/26921730/1. Botswana - KIP Stage I, preparatory funding request.pdf",application/pdf
220096,"[{'recipient-country-code': 'BW', 'recipient-country': 'Botswana', 'ldc-indicator': '-', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Botswana - Preparation of Kigali HFC implementation plan,Chemicals,6/30/2022,6/30/2024,Safeguarding the Environ., Implementation of MEA,51000.00,10968.35,26942138,2022-07-04T09:43:25+0000,Botswana KIP PRP Final.doc,projectDocument,document,26942138,Botswana KIP PRP Final.doc,2022-07-04T09:43:25+0000,Botswana KIP PRP Final.doc,https://downloads.unido.org/ot/26/94/26942138/Botswana KIP PRP Final.doc,application/msword
220240,"[{'recipient-country-code': 'GW', 'recipient-country': 'Guinea-Bissau', 'ldc-indicator': 'X', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Kigali HFC implementation plan,Chemicals,12/5/2022,12/31/2024,Safeguarding the Environ., Implementation of MEA,39000.00,15385.27,28978327,2023-01-05T21:06:44+0000,1. Guinea Bissau – KIP – Preparatory funding request.PDF,projectDocument,document,28978327,1. Guinea Bissau – KIP – Preparatory funding request.PDF,2023-01-05T21:06:44+0000,1. Guinea Bissau – KIP – Preparatory funding request.PDF,https://downloads.unido.org/ot/28/97/28978327/1. Guinea Bissau – KIP – Preparatory funding request.PDF,application/pdf
210271,"[{'recipient-country-code': 'LS', 'recipient-country': 'Lesotho', 'ldc-indicator': 'X', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Preparation of Kigali HFC implementation,Chemicals,12/27/2021,12/31/2023,assigned,assigned,39000.00,14947.66,24345945,2022-01-04T15:13:34+0000,1. Lesotho - HFC phase-down plan - preparatory funding request.pdf,projectDocument,document,24345945,1. Lesotho - HFC phase-down plan - preparatory funding request.pdf,2022-01-04T15:13:34+0000,1. Lesotho - HFC phase-down plan - preparatory funding request.pdf,https://downloads.unido.org/ot/24/34/24345945/1. Lesotho - HFC phase-down plan - preparatory funding request.pdf,application/pdf
210108,"[{'recipient-country-code': 'CN', 'recipient-country': 'China', 'ldc-indicator': '-', 'region': 'ASIA AND PACIFIC'}]","[{'donor': 'China - CICETE', 'donor-type': 'Member States', 'donor-country-code': 'CN', 'donor-country': 'China'}, {'donor': 'Regular Programme Of Technical Cooperati', 'donor-type': 'RPTC and SRA', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",(China) Country Programming Framework for Inclusive and Sustainable Industrial Development 2021-2025,Industrial development,7/1/2021,6/30/2026,Safeguarding the Environ., RECP & LowCarbonPrd,151889.36,12388.12,25089333,2022-01-18T01:35:48+0000,Project Document_Country Programme 2021-2025.pdf,projectDocument,document,25089333,Project Document_Country Programme 2021-2025.pdf,2022-01-18T01:35:48+0000,Project Document_Country Programme 2021-2025.pdf,https://downloads.unido.org/ot/25/08/25089333/Project Document_Country Programme 2021-2025.pdf,application/pdf
220123,"[{'recipient-country-code': 'RS', 'recipient-country': 'Serbia', 'ldc-indicator': '-', 'region': 'EUROPE'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Preparation of Kigali HFC implementation - Serbia,Chemicals,7/1/2022,6/30/2024,Safeguarding the Environ., Implementation of MEA,115000.00,13172.20,27084473,2022-07-14T09:26:23+0000,1. Serbia – KIP Stage I – preparatory finding request.pdf,projectDocument,document,27084473,1. Serbia – KIP Stage I – preparatory finding request.pdf,2022-07-14T09:26:23+0000,1. Serbia – KIP Stage I – preparatory finding request.pdf,https://downloads.unido.org/ot/27/08/27084473/1. Serbia – KIP Stage I – preparatory finding request.pdf,application/pdf
180005,"[{'recipient-country-code': 'VE', 'recipient-country': 'Venezuela (Bolivarian Republic of)', 'ldc-indicator': '-', 'region': 'THE AMERICAS'}]","[{'donor': 'Venezuela', 'donor-type': 'Member States', 'donor-country-code': 'VE', 'donor-country': 'Venezuela'}]",UNIDO Country programme 2018-2024 to promote inclusive and sustainable industrial development in Venezuela,Agro-industries,6/1/2017,12/31/2024,Cross-cutting Services, Regional Programmes,395354.04,327907.71,15717926,2021-10-18T08:09:59+0000,UNIDO Country Programme VEN_EB rev_21.04.2020_clean 18.03.2021_signed.pdf,projectDocument,document,15717926,Signed CP Venezuela 180005.pdf,2021-10-18T08:09:59+0000,UNIDO Country Programme VEN_EB rev_21.04.2020_clean 18.03.2021_signed.pdf,https://downloads.unido.org/ot/15/71/15717926/UNIDO Country Programme VEN_EB rev_21.04.2020_clean 18.03.2021_signed.pdf,application/pdf
120383,"[{'recipient-country-code': 'DZ', 'recipient-country': 'Algeria', 'ldc-indicator': '-', 'region': 'AFRICAN ARAB STATES'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC phase-out management plan (stage I),Biosphere protection,7/19/2012,12/31/2024,Safeguarding the Environ., Implementation of MEA,214400.00,150562.79,2287664,2021-02-26T11:16:54+0000,6626.pdf,projectDocument,document,2287664,"Algeria - HPMP Stage I, first tranche - project document",2021-02-26T11:16:54+0000,6626.pdf,https://downloads.unido.org/ot/22/87/2287664/6626.pdf,application/pdf
120383,"[{'recipient-country-code': 'DZ', 'recipient-country': 'Algeria', 'ldc-indicator': '-', 'region': 'AFRICAN ARAB STATES'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC phase-out management plan (stage I),Biosphere protection,7/19/2012,12/31/2024,Safeguarding the Environ., Implementation of MEA,214400.00,150562.79,2288841,2021-02-26T11:17:28+0000,66th_ExCom_-_Decision_66.pdf,projectDocument,document,2288841,Algeria - MLF project approval decision,2021-02-26T11:17:28+0000,66th_ExCom_-_Decision_66.pdf,https://downloads.unido.org/ot/22/88/2288841/66th_ExCom_-_Decision_66.pdf,application/pdf
120383,"[{'recipient-country-code': 'DZ', 'recipient-country': 'Algeria', 'ldc-indicator': '-', 'region': 'AFRICAN ARAB STATES'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC phase-out management plan (stage I),Biosphere protection,7/19/2012,12/31/2024,Safeguarding the Environ., Implementation of MEA,214400.00,150562.79,20369830,2021-02-26T11:18:10+0000,66 meeting - HPMP Stage I - agreement.pdf,projectDocument,document,20369830,Algeria-MLF - HPMP Stage I - agreement.pdf,2021-02-26T11:18:10+0000,66 meeting - HPMP Stage I - agreement.pdf,https://downloads.unido.org/ot/20/36/20369830/66 meeting - HPMP Stage I - agreement.pdf,application/pdf
210091,"[{'recipient-country-code': 'VN', 'recipient-country': 'Viet Nam', 'ldc-indicator': '-', 'region': 'ASIA AND PACIFIC'}]","[{'donor': 'UNESCO', 'donor-type': 'UN Agencies', 'donor-country-code': 'UN', 'donor-country': 'United Nations'}]","Fostering creative industries and digital fabrication in Hanoi, Viet Nam",Industrial development,6/15/2021,3/1/2023,CreatingShared Prosperity, Women and Youth,97164.67,97164.67,25643585,2022-03-07T12:41:55+0000,Project Document - Fostering creative industries and digital fabrication in Hanoi.pdf,projectDocument,document,25643585,Project Document - Fostering creative industries and digital fabrication in Hanoi.pdf,2022-03-07T12:41:55+0000,Project Document - Fostering creative industries and digital fabrication in Hanoi.pdf,https://downloads.unido.org/ot/25/64/25643585/Project Document - Fostering creative industries and digital fabrication in Hanoi.pdf,application/pdf
210091,"[{'recipient-country-code': 'VN', 'recipient-country': 'Viet Nam', 'ldc-indicator': '-', 'region': 'ASIA AND PACIFIC'}]","[{'donor': 'UNESCO', 'donor-type': 'UN Agencies', 'donor-country-code': 'UN', 'donor-country': 'United Nations'}]","Fostering creative industries and digital fabrication in Hanoi, Viet Nam",Industrial development,6/15/2021,3/1/2023,CreatingShared Prosperity, Women and Youth,97164.67,97164.67,28745057,2022-12-09T10:15:36+0000,Progress report - Fostering creative industries and digital fabrication in Hanoi_Progress Report May-Sept 2022.pdf,projectDocument,document,28745057,Progress report - Fostering creative industries and digital fabrication in Hanoi_Progress Report May-Sept 2022.pdf,2022-12-09T10:15:36+0000,Progress report - Fostering creative industries and digital fabrication in Hanoi_Progress Report May-Sept 2022.pdf,https://downloads.unido.org/ot/28/74/28745057/Progress report - Fostering creative industries and digital fabrication in Hanoi_Progress Report May-Sept 2022.pdf,application/pdf
200052,"[{'recipient-country-code': 'NG', 'recipient-country': 'Nigeria', 'ldc-indicator': '-', 'region': 'AFRICA'}]","[{'donor': 'GEF - Global Environment Facility', 'donor-type': 'Global Environment Facility (GEF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",GEF GOLD+ in Nigeria: Enhancing the formalization and mercury-free gold in Nigeria,Chemicals,3/9/2020,6/30/2028,Safeguarding the Environ., Implementation of MEA,3970000.00,136803.67,24008195,2021-12-01T14:36:14+0000,ESMP_200052_Nigeria_GOLD+.pdf,projectDocument,document,24008195,ESMP_200052_Nigeria_GOLD+.pdf,2021-12-01T14:36:14+0000,ESMP_200052_Nigeria_GOLD+.pdf,https://downloads.unido.org/ot/24/00/24008195/ESMP_200052_Nigeria_GOLD+.pdf,application/pdf
210275,"[{'recipient-country-code': 'MW', 'recipient-country': 'Malawi', 'ldc-indicator': 'X', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Preparation of Kigali HFC implementation plan,Chemicals,12/21/2021,12/31/2026,Safeguarding the Environ., Implementation of MEA,80000.00,49718.41,24287979,2021-12-22T12:55:32+0000,1. Malawi - HFC phase-down - preparatory funding request.pdf,projectDocument,document,24287979,1. Malawi - HFC phase-down - preparatory funding request.pdf,2021-12-22T12:55:32+0000,1. Malawi - HFC phase-down - preparatory funding request.pdf,https://downloads.unido.org/ot/24/28/24287979/1. Malawi - HFC phase-down - preparatory funding request.pdf,application/pdf
210275,"[{'recipient-country-code': 'MW', 'recipient-country': 'Malawi', 'ldc-indicator': 'X', 'region': 'AFRICA'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Preparation of Kigali HFC implementation plan,Chemicals,12/21/2021,12/31/2026,Safeguarding the Environ., Implementation of MEA,80000.00,49718.41,32771757,2023-12-21T12:01:30+0000,"2. Malawi – KIP Stage I, first tranche – project document.pdf",projectDocument,document,32771757,"2. Malawi – KIP Stage I, first tranche – project document.pdf",2023-12-21T12:01:30+0000,"2. Malawi – KIP Stage I, first tranche – project document.pdf","https://downloads.unido.org/ot/32/77/32771757/2. Malawi – KIP Stage I, first tranche – project document.pdf",application/pdf
190321,"[{'recipient-country-code': 'M0', 'recipient-country': 'Global', 'ldc-indicator': 'N', 'region': 'nan'}]","[{'donor': 'Regular Programme Of Technical Cooperati', 'donor-type': 'RPTC and SRA', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Scaling up support and promotion of both South-South and triangular industrial cooperation and the UNIDO systems facilitating and improving the achievement of inclusive and sustainable industrial development and Sustainable Development Goal 9 and the,nan,1/1/2020,12/31/2023,Cross-cutting Services, Partnership & South-South,69248.19,72483.67,16102399,2020-01-08T14:55:28+0000,ProDoc_190321 Final.pdf,projectDocument,document,16102399,ProDoc_190321 Final.pdf,2020-01-08T14:55:28+0000,ProDoc_190321 Final.pdf,https://downloads.unido.org/ot/16/10/16102399/ProDoc_190321 Final.pdf,application/pdf
150097,"[{'recipient-country-code': 'FJ', 'recipient-country': 'Fiji', 'ldc-indicator': '-', 'region': 'ASIA AND PACIFIC'}]","[{'donor': 'CHINA - MOFCOM 2', 'donor-type': 'Member States', 'donor-country-code': 'CN', 'donor-country': 'China'}]",Solar photovoltaic technology transfer from China to Fiji and the wider region of Pacific Island Countries and Territories,nan,3/24/2015,4/30/2024,Safeguarding the Environ., Clean energy access,289679.21,277693.66,15888312,2020-08-10T18:26:40+0000,150097_Fiji_ProDoc_cleared.pdf,projectDocument,document,15888312,150097_Fiji_ProDoc_cleared.pdf,2020-08-10T18:26:40+0000,150097_Fiji_ProDoc_cleared.pdf,https://downloads.unido.org/ot/15/88/15888312/150097_Fiji_ProDoc_cleared.pdf,application/pdf
190102,"[{'recipient-country-code': 'M0', 'recipient-country': 'Global', 'ldc-indicator': 'N', 'region': 'nan'}]","[{'donor': 'Regular Programme Of Technical Cooperati', 'donor-type': 'RPTC and SRA', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Promoting inclusive and sustainable industrial development through an active UNIDO membership in the Donor Committee for Enterprise Development,Business development services,5/10/2019,12/31/2024,Adv. Econ.Competitiveness, Invest. Techn. & SME Dev.,95787.43,91417.12,14297873,2019-05-29T12:50:47+0000,Prodoc-DCED2019-22_3May2019.pdf,projectDocument,document,14297873,Prodoc-DCED2019-22_3May2019.pdf,2019-05-29T12:50:47+0000,Prodoc-DCED2019-22_3May2019.pdf,https://downloads.unido.org/ot/14/29/14297873/Prodoc-DCED2019-22_3May2019.pdf,application/pdf
190318,"[{'recipient-country-code': 'BS', 'recipient-country': 'Bahamas', 'ldc-indicator': '-', 'region': 'THE AMERICAS'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]","HCFC Phase out Management Plan for the Bahamas, Stage II",Biosphere protection,12/20/2019,6/30/2025,Safeguarding the Environ., Implementation of MEA,107000.00,23149.68,16379127,2022-07-22T14:01:22+0000,Bahamas HPMP stage II_190318.pdf,projectDocument,document,16379127,1. Bahamas - HPMP Stage II - preparatory funding request,2022-07-22T14:01:22+0000,Bahamas HPMP stage II_190318.pdf,https://downloads.unido.org/ot/16/37/16379127/Bahamas HPMP stage II_190318.pdf,application/pdf
190318,"[{'recipient-country-code': 'BS', 'recipient-country': 'Bahamas', 'ldc-indicator': '-', 'region': 'THE AMERICAS'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]","HCFC Phase out Management Plan for the Bahamas, Stage II",Biosphere protection,12/20/2019,6/30/2025,Safeguarding the Environ., Implementation of MEA,107000.00,23149.68,31315621,2023-07-30T15:18:15+0000,9019ri.pdf,projectDocument,document,31315621,9019ri.pdf,2023-07-30T15:18:15+0000,9019ri.pdf,https://downloads.unido.org/ot/31/31/31315621/9019ri.pdf,application/pdf
190177,"[{'recipient-country-code': 'IN', 'recipient-country': 'India', 'ldc-indicator': '-', 'region': 'ASIA AND PACIFIC'}]","[{'donor': 'Department of Science & Technology, Indi', 'donor-type': 'Member States', 'donor-country-code': 'IN', 'donor-country': 'India'}]",India Innovation and Systems Survey 2019,Statistical capacity building,9/1/2019,3/31/2023,Adv. Econ.Competitiveness, Invest. Techn. & SME Dev.,1113826.77,1113826.77,15906152,2019-12-05T09:55:34+0000,Signed_Prodoc_190177_India Innovation and Systems Survey 2019.PDF,projectDocument,document,15906152,Signed_Prodoc_190177_India Innovation and Systems Survey 2019.PDF,2019-12-05T09:55:34+0000,Signed_Prodoc_190177_India Innovation and Systems Survey 2019.PDF,https://downloads.unido.org/ot/15/90/15906152/Signed_Prodoc_190177_India Innovation and Systems Survey 2019.PDF,application/pdf
180346,"[{'recipient-country-code': 'RS', 'recipient-country': 'Serbia', 'ldc-indicator': '-', 'region': 'EUROPE'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC Phase Out Management Plan (Stage II),Biosphere protection,12/14/2018,12/31/2024,Safeguarding the Environ., Implementation of MEA,277625.00,134430.39,15758596,2022-01-04T16:22:02+0000,Serbia 180346_project concept.pdf,projectDocument,document,15758596,1. Serbia - HPMP Stage II - preparatory funding request,2022-01-04T16:22:02+0000,Serbia 180346_project concept.pdf,https://downloads.unido.org/ot/15/75/15758596/Serbia 180346_project concept.pdf,application/pdf
180346,"[{'recipient-country-code': 'RS', 'recipient-country': 'Serbia', 'ldc-indicator': '-', 'region': 'EUROPE'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC Phase Out Management Plan (Stage II),Biosphere protection,12/14/2018,12/31/2024,Safeguarding the Environ., Implementation of MEA,277625.00,134430.39,17665701,2022-01-04T16:22:39+0000,Serbia_Project proposal_stage II_I tranche_8546.pdf,projectDocument,document,17665701,"2. Serbia - HPMP Stage II, first tranche - project document",2022-01-04T16:22:39+0000,Serbia_Project proposal_stage II_I tranche_8546.pdf,https://downloads.unido.org/ot/17/66/17665701/Serbia_Project proposal_stage II_I tranche_8546.pdf,application/pdf
180346,"[{'recipient-country-code': 'RS', 'recipient-country': 'Serbia', 'ldc-indicator': '-', 'region': 'EUROPE'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",HCFC Phase Out Management Plan (Stage II),Biosphere protection,12/14/2018,12/31/2024,Safeguarding the Environ., Implementation of MEA,277625.00,134430.39,24346234,2022-01-04T16:24:02+0000,3. Serbia - HPMP Stage II - verification report funding request.pdf,projectDocument,document,24346234,3. Serbia - HPMP Stage II - verification report funding request.pdf,2022-01-04T16:24:02+0000,3. Serbia - HPMP Stage II - verification report funding request.pdf,https://downloads.unido.org/ot/24/34/24346234/3. Serbia - HPMP Stage II - verification report funding request.pdf,application/pdf
190280,"[{'recipient-country-code': 'MG', 'recipient-country': 'Madagascar', 'ldc-indicator': 'X', 'region': 'AFRICA'}]","[{'donor': 'LDC - Less-Developed Countries Fund (GEF', 'donor-type': 'Global Environment Facility (GEF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Building adaptation and resilience to climate change in the essential oil sector in Madagascar,"Energy generation, renewable sources - multiple technologies",5/18/2022,4/14/2027,Safeguarding the Environ., RECP & LowCarbonPrd,1796484.00,66222.33,29281215,2023-01-31T10:15:38+0000,ESMP_SAP_ID_190280_LDCF_Madagascar.pdf,projectDocument,document,29281215,ESMP_SAP_ID_190280_LDCF_Madagascar.pdf,2023-01-31T10:15:38+0000,ESMP_SAP_ID_190280_LDCF_Madagascar.pdf,https://downloads.unido.org/ot/29/28/29281215/ESMP_SAP_ID_190280_LDCF_Madagascar.pdf,application/pdf
210185,"[{'recipient-country-code': 'BO', 'recipient-country': 'Bolivia (Plurinational State Of)', 'ldc-indicator': '-', 'region': 'THE AMERICAS'}]","[{'donor': 'Montreal Protocol', 'donor-type': 'Montreal Protocol (MLF)', 'donor-country-code': 'nan', 'donor-country': 'nan'}]",Kigali HFC Implementation Plan (Stage I);,Chemicals,7/31/2021,12/31/2026,Safeguarding the Environ., Implementation of MEA,323500.00,186727.98,22557793,2021-08-24T12:00:54+0000,1. Bolivia - HFC phase down plan_preparatory funding request.pdf,projectDocument,document,22557793,1. Bolivia - HFC phase down plan_preparatory funding request.pdf,2021-08-24T12:00:54+0000,1. Bolivia - HFC phase down plan_preparatory funding request.pdf,https://downloads.unido.org/ot/22/55/22557793/1. Bolivia - HFC phase down plan_preparatory funding request.pdf,application/pdf
